userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
User_200,,Awful service...You guys should not give any access or an account to an Uber driver who doesn't wants to accept a ride if it's a low cost ride. If your service only works for for long rides and more money then it doesn't seem to have an exact purpose of your service... Work on it .. I have been noticing this same problem since few weeks. It's awful,1,0,4.554.10001,18-12-2024 06:09,,,4.554.10001
User_11772,,Great,5,0,4.553.10000,25-11-2024 10:12,,,4.553.10000
User_2210,,Awesome and easy to use.,5,0,4.556.10005,13-12-2024 23:35,,,4.556.10005
User_8251,,aad good,5,0,4.554.10001,01-12-2024 22:03,,,4.554.10001
User_7838,,Good,4,0,4.554.10001,02-12-2024 15:31,,,4.554.10001
User_9119,,Nice app 👍,1,0,4.552.10000,30-11-2024 11:41,,,4.552.10000
User_8761,,On time and very friendly!,5,0,4.554.10001,01-12-2024 00:48,,,4.554.10001
User_9117,,👍,5,0,4.554.10001,30-11-2024 11:45,,,4.554.10001
User_11718,,Nice ride,5,0,4.551.10000,25-11-2024 12:16,,,4.551.10000
User_2444,,Nice service,5,0,4.555.10003,13-12-2024 14:04,,,4.555.10003
User_3312,,Good,5,0,,11-12-2024 16:23,,,
User_218,,"I thought that the service was wonderful, and I'm getting to where you need to be, you're pretty much on time. I would definitely recommend.",5,0,4.556.10005,18-12-2024 05:04,,,4.556.10005
User_2615,,"This app is the best, better than all Taxi",5,0,4.555.10003,13-12-2024 04:56,,,4.555.10003
User_8029,,Not one auto or cab comes when it's needed the most. It is their job to take people where they want and not one accepts the ride especially during rain!,1,1,4.554.10001,02-12-2024 09:14,,,4.554.10001
User_3777,,Very nice guy,5,0,4.533.10001,10-12-2024 15:44,,,4.533.10001
User_4629,,*தக்க,1,0,4.555.10003,08-12-2024 19:55,,,4.555.10003
User_10736,,Easy to use,5,0,4.554.10001,27-11-2024 10:16,,,4.554.10001
User_9192,,nice. genuine.,5,0,4.551.10000,30-11-2024 08:55,,,4.551.10000
User_11998,,Good Service.,5,0,4.553.10000,24-11-2024 21:50,,,4.553.10000
User_11751,,You are the best!,5,0,4.553.10000,25-11-2024 10:55,,,4.553.10000
User_7189,,Takes a longtime to come,5,0,4.554.10001,03-12-2024 17:58,,,4.554.10001
User_11590,,Very professional,5,0,4.553.10000,25-11-2024 17:57,,,4.553.10000
User_1670,,Good,4,0,4.556.10005,15-12-2024 00:13,,,4.556.10005
User_1188,,Thank you for your support,5,0,,15-12-2024 23:47,,,
User_1614,,Easy & fast!,5,0,4.556.10005,15-12-2024 04:42,,,4.556.10005
User_2340,,Very reasonable pricing and reliable rides. The only Improvement that I see that they can make is better customer support. If there's an issue it's hard to reach someone by calling Uber.,4,0,4.556.10005,13-12-2024 19:01,,,4.556.10005
User_5667,,"I booked my ride for the 1st time with this app and fare was showing 90 rupees, when I reach the destination the driver asked me for 140 rupees. It was not driver's fault, he showed me his phone that in his phone he was showing 140 for the same ride. Kindly solve this type of issues in your app as it creates discripency.. worst experience even in 1st ride using this app..",1,0,,06-12-2024 16:49,,,
User_2873,,it's good for all nd available easily,5,0,4.555.10003,12-12-2024 15:55,,,4.555.10003
User_5943,,👍,5,0,,06-12-2024 01:38,,,
User_3017,,Such a lovely drive,5,0,4.556.10005,12-12-2024 08:28,,,4.556.10005
User_4092,,Nice,5,0,4.555.10003,09-12-2024 21:45,,,4.555.10003
User_3290,,Good,5,0,4.555.10003,11-12-2024 17:32,,,4.555.10003
User_95,,It's was okay 👍 he arrived in time,5,0,4.556.10005,18-12-2024 12:46,,,4.556.10005
User_3403,,After ride extra pay,1,0,4.555.10003,11-12-2024 11:55,,,4.555.10003
User_11577,,Perfect service,5,0,4.553.10000,25-11-2024 18:44,,,4.553.10000
User_7188,,Gud,4,0,4.554.10001,03-12-2024 18:00,,,4.554.10001
User_5802,,Charge Hi-Fi Uber Pletfom oll india,1,0,4.555.10003,06-12-2024 11:11,,,4.555.10003
User_3098,,"Since the seperation of uber and uber eats as apps, the app is never accurate or it never updates the position of drivers when I put in for a ride.",1,0,4.554.10001,12-12-2024 03:00,,,4.554.10001
User_3418,,"The customer care executives are hopeless and they are un aware of the solutions to a problem.i had booked a round trip for a destination.but had to change it to single way upon arriving at the destination due to medical reasons.i was ready to pay single way fare plus the waiting charges of the driver so i called customer care.the executive assured me that upon ending the trip i would be charged for only the actual distance travelled and waiting time,but i was charged for the round trip.pathetic",1,0,,11-12-2024 11:05,,,
User_7634,,Good,5,0,,02-12-2024 21:52,,,
User_11043,,Good experience,5,0,4.553.10000,26-11-2024 19:38,,,4.553.10000
User_9717,,It may help ful in emergency time,5,0,4.553.10000,29-11-2024 11:10,,,4.553.10000
User_1413,,The driver came very late,1,0,4.451.10003,15-12-2024 14:26,,,4.451.10003
User_11793,,Best app for ride,4,0,,25-11-2024 09:18,,,
User_7315,,At last working in İzmir. Waited this for years,5,0,,03-12-2024 12:48,,,
User_1373,,I setisfied🥰🥰,5,0,4.556.10005,15-12-2024 15:58,,,4.556.10005
User_2360,,It's nice but prices iko negotiatable,5,0,,13-12-2024 18:12,,,
User_2057,,Best!good,5,0,4.554.10001,14-12-2024 08:57,,,4.554.10001
User_3148,,Nice person,5,0,4.555.10003,11-12-2024 23:53,,,4.555.10003
User_5013,,Best and reasonable charges.,5,0,4.553.10000,07-12-2024 23:59,,,4.553.10000
User_4504,,The best,5,0,,09-12-2024 00:39,,,
User_9403,,Excellent,5,0,4.553.10000,29-11-2024 22:20,,,4.553.10000
User_9646,,Safe and affordable,5,0,4.553.10000,29-11-2024 13:31,,,4.553.10000
User_4404,,He's so accomodating and drive safely,5,0,4.555.10003,09-12-2024 07:27,,,4.555.10003
User_856,,Superb rides,5,0,4.556.10005,16-12-2024 19:04,,,4.556.10005
User_5176,,It's very easier am very happy doing business you,5,0,4.555.10003,07-12-2024 17:32,,,4.555.10003
User_10549,,Not able to login bcz i forgot password and on help. uber page it ask for OTP to mobile number and after entering it again say reset or go to Uber. help😡 Its ubler loss as i will use OLA cabs bcz uber not letting reset password Even after following all help steps mentioned.,1,0,,27-11-2024 17:32,,,
User_10658,,"Nice plattform, compare to others",4,0,4.553.10000,27-11-2024 13:23,,,4.553.10000
User_2319,,"Uber's ""help"" options on the app are so rigid as to be useless. The app asked me to take a shared ride with no indication that the wait time would be 11 min instead of 2. I accepted it in a moment of temporary insanity, then saw the wait time, cancelled, and then was given an UberX with a 14 min wait. No choice but to accept. Then the Uber driver drove past the pick-up spot and took another 7 min to get back. Ended up being late for a specialist appointment that I should have been early to.",2,2,4.551.10000,13-12-2024 19:36,,,4.551.10000
User_9761,,Super application..... Best service,5,0,4.554.10001,29-11-2024 09:19,,,4.554.10001
User_8031,,Good experience got the cab on time with affordable cost 👍,5,0,,02-12-2024 09:06,,,
User_5062,,Smooth ride.,5,0,,07-12-2024 22:01,,,
User_1208,,"Can improve delete history as well, sometimes it's needed cause we are booking rodes for our unknown persons as well it's stored under history, sometimes it's unwanted. 🤷🏻‍♀️",4,0,4.555.10003,15-12-2024 22:33,,,4.555.10003
User_10129,,"Very pleasant, polite driver.",5,0,4.539.10000,28-11-2024 13:35,,,4.539.10000
User_11811,,Perfect. Very friendly,5,0,,25-11-2024 08:45,,,
User_8893,,Good,5,0,4.554.10001,30-11-2024 19:43,,,4.554.10001
User_6498,,Good driver very cautious car was very clean also,5,0,4.555.10003,04-12-2024 23:02,,,4.555.10003
User_9517,,"Waste of time no cabs coming, bcoz cheap rates, uber app pushing drivers family to road...",1,0,4.553.10000,29-11-2024 18:49,,,4.553.10000
User_1277,,Very pleasant trip,5,0,4.556.10005,15-12-2024 19:52,,,4.556.10005
User_2471,,Nice good,5,0,4.556.10005,13-12-2024 12:52,,,4.556.10005
User_3938,,Good,5,0,4.555.10003,10-12-2024 08:02,,,4.555.10003
User_101,,"Mai ieftin decât Bolt, în cazul în care te și ia cineva, e singura aplicație pe care mi s au anulat curse",2,0,4.556.10005,18-12-2024 12:32,,,4.556.10005
User_6899,,Top notch!,5,0,4.546.10002,04-12-2024 07:12,,,4.546.10002
User_724,,Very nice,5,0,4.556.10005,17-12-2024 00:16,,,4.556.10005
User_4816,,Good driving,5,0,4.555.10003,08-12-2024 11:05,,,4.555.10003
User_2377,,Such a nice guy,5,0,4.473.10001,13-12-2024 17:37,,,4.473.10001
User_812,,Dikhata Kuch hai or paise kuch leta hai drop par jake,1,0,4.556.10005,16-12-2024 20:51,,,4.556.10005
User_304,,Ricardo is great and his car is roomy and clean! Thank you!,5,0,4.556.10005,17-12-2024 23:16,,,4.556.10005
User_8937,,Gud person,5,0,4.553.10000,30-11-2024 18:20,,,4.553.10000
User_5403,,Please reach out in Hawkesbury as well 😅😅 do add on TV pz,5,0,4.554.10001,07-12-2024 05:28,,,4.554.10001
User_4640,,It awesome but m your regular rider so please provide good discount 🤪😜,5,0,4.555.10003,08-12-2024 19:17,,,4.555.10003
User_8697,,"Cada vez que pido un uber share, te dicen que van a estar en 10min y no es asi, cambian de ruta, y al final te quedas esperando por gusto, porque no llegan",3,0,4.552.10000,01-12-2024 04:43,,,4.552.10000
User_6365,,Awkward & extremely regimented. Choices incomplete and don't indicate problem.,2,0,4.554.10001,05-12-2024 06:55,,,4.554.10001
User_99,,I love that the fairs are so cheap and the drivers are nice,5,0,4.556.10005,18-12-2024 12:34,,,4.556.10005
User_5099,,When u need in emergency To much waiting tym After waiting Cab driver cancelled the cab,1,0,4.555.10003,07-12-2024 20:32,,,4.555.10003
User_850,,Very helpful and thanks so much,4,0,4.556.10005,16-12-2024 19:23,,,4.556.10005
User_5702,,company need to work on their drivers....they are doing manipulation while customer are booking there driver...when the price is ok for XYZ ride drivers are not pick the ride....but if customers are cancel the ride and book instant for same ride location suddenly drivers pick the ride.....but there's about 100-120 price difference between the last and current ride....this is daily routine of drivers.....and uber don't take any action on their drivers.......worst drivers experience all the time.,1,0,4.555.10003,06-12-2024 15:33,,,4.555.10003
User_385,,Good Services,5,0,4.554.10001,17-12-2024 19:51,,,4.554.10001
User_4785,,uber is waste company I'm don't download n not use this time,1,0,4.555.10003,08-12-2024 12:55,,,4.555.10003
User_4043,,Nice ride app from all rides apps,5,0,4.555.10003,10-12-2024 00:17,,,4.555.10003
User_9780,,Good,4,0,4.554.10001,29-11-2024 08:19,,,4.554.10001
User_7883,,Good one raid,5,0,4.554.10001,02-12-2024 13:55,,,4.554.10001
User_10786,,Good,5,0,,27-11-2024 08:55,,,
User_9901,,Good app,5,0,4.554.10001,28-11-2024 23:23,,,4.554.10001
User_8253,,Beautiful man,5,0,4.554.10001,01-12-2024 22:00,,,4.554.10001
User_6412,,"Safety rules are going downhill. Drivers are constantly on their phones during rides. Non-stop chatting. It is distracting, risky, and extremely annoying to the person who has paid for a car service. Even taxi drivers are courteous enough not to do that. The app offers no good way to handle such complaints discreetly.",3,4,4.555.10003,05-12-2024 03:36,,,4.555.10003
User_8301,,Very good 👍🏻😊😊😊 very good service,5,0,4.554.10001,01-12-2024 20:19,,,4.554.10001
User_5385,,Numerous times I've had to wait an hour to be picked up after work whilst seeing people who ordered after me being picked up. App crashes a lot and notifs for found drivers don't always work,1,0,4.554.10001,07-12-2024 06:52,,,4.554.10001
User_10717,,I am a daily customer of uber but now i have notice few problems with uber. Earlier the prices are reasonable as compared to other app so i used to take uber but now as prices are high soo prefer other app for my ride and even the rider dont pick the ride quickly witing time with uber is too long as compared to other app. So now i use other app as well for my ride,3,1,4.553.10000,27-11-2024 10:47,,,4.553.10000
User_10331,,easy to book with good rated and mannered driver.,5,0,4.553.10000,28-11-2024 00:52,,,4.553.10000
User_8720,,Very impressed with the service and a lovely safe driver.,5,0,4.554.10001,01-12-2024 03:06,,,4.554.10001
User_10938,,Price increase after completing ride,2,0,4.553.10000,26-11-2024 23:14,,,4.553.10000
User_10444,,Service is excellent,5,0,4.553.10000,27-11-2024 20:47,,,4.553.10000
User_2732,,Good Service,5,0,,12-12-2024 22:06,,,
User_9445,,Very good,5,0,,29-11-2024 21:08,,,
User_9598,,Good,5,0,4.554.10001,29-11-2024 15:51,,,4.554.10001
User_461,,Very nice ride.,5,0,4.556.10005,17-12-2024 16:56,,,4.556.10005
User_10567,,Great experience,5,0,,27-11-2024 17:08,,,
User_119,,SUPAR,5,0,4.556.10005,18-12-2024 11:53,,,4.556.10005
User_1570,,💫,5,0,4.556.10005,15-12-2024 07:15,,,4.556.10005
User_7735,,Super easy,5,0,4.554.10001,02-12-2024 18:45,,,4.554.10001
User_8618,,Good Service,5,0,4.554.10001,01-12-2024 08:56,,,4.554.10001
User_357,,Better than ola,5,0,4.556.10005,17-12-2024 20:47,,,4.556.10005
User_4308,,Ride fare and actual fare is very different.,1,0,4.555.10003,09-12-2024 11:52,,,4.555.10003
User_3909,,Bad service in Bangladesh,1,0,4.554.10001,10-12-2024 09:37,,,4.554.10001
User_2046,,Algunos conductores no te dejan en tu destino y mal servicio. Tuve que pasar un incidente por que me dejo en otro lugar y me reporta que no pagué completo al no dejarme en mi destino.,1,0,4.554.10001,14-12-2024 09:28,,,4.554.10001
User_5365,,Good,5,0,4.548.10001,07-12-2024 07:56,,,4.548.10001
User_2150,,"Pedí un viaje en moto que estaba 3700 pesos, de pronto me apareció que el viaje lo aceptó un taxista y me cobró 10700 pesos la app. 7000mil pesos de diferencia en un medio de transporte que no fue el que pedí. Igual lo tomé por las prisas, pero ahora me cuesta contactar a soporte sobre esto. Todo es relacionado a que el driver hizo algo mal o el precio mostrado por taxi era el correcto. El conductor fue bueno, fue error de la app.",1,0,4.556.10005,14-12-2024 03:11,,,4.556.10005
User_8122,,use lyft instead. trust me,1,0,,02-12-2024 04:18,,,
User_4048,,Worst service if devier not reached place you people chargeing cancel ride fee,1,0,,10-12-2024 00:01,,,
User_1981,,A safe ride home and the driver even got out to open the trunk on this last ride. I can totally do it again,5,0,4.556.10005,14-12-2024 12:01,,,4.556.10005
User_1402,,Good,5,0,4.556.10005,15-12-2024 14:44,,,4.556.10005
User_10591,,nice,5,0,4.553.10000,27-11-2024 15:54,,,4.553.10000
User_5583,,Please remove the forced auto translate feature! It's crazy we are forced into it and there is no option to turn it off.,1,0,4.554.10001,06-12-2024 20:32,,,4.554.10001
User_396,,👌 🙏,5,0,4.556.10005,17-12-2024 19:29,,,4.556.10005
User_1039,,"Uber shuttle was booked in advance but after waiting for tracking almost when the expected time for arrival is over. I got a message that we had to cancel the trip from uber shuttle. What the hell , can't you guys handle a simple booking. I had to get an ola ride after this paid 1000rs yeah right I had to bookola ride. Because your uber ride is not anywhere near me available. So much time just to book it. I'm so annoyed with your app uber.",2,35,4.556.10005,16-12-2024 09:54,,,4.556.10005
User_10609,,good 👍,5,0,4.553.10000,27-11-2024 15:15,,,4.553.10000
User_1586,,Good,5,0,4.555.10003,15-12-2024 06:10,,,4.555.10003
User_3691,,"I hope you make arrangements for a different ride when they're busy or the weather's bad because if you don't you'll be paying out the *ss...anytime they get busy they jack the price up, what usually costs me $9 will cost me $40...they just do this to take advantage of people...I would've given no stars if I could because this happens to me almost everyday",1,1,4.555.10003,10-12-2024 19:22,,,4.555.10003
User_5425,,Good service,5,0,4.541.10003,07-12-2024 03:54,,,4.541.10003
User_379,,Very good apps,5,0,4.556.10005,17-12-2024 19:59,,,4.556.10005
User_7802,,Good,5,0,4.552.10000,02-12-2024 16:39,,,4.552.10000
User_2142,,Very fast and very good drivers,5,0,4.556.10005,14-12-2024 03:37,,,4.556.10005
User_4128,,Great,5,0,4.555.10003,09-12-2024 19:49,,,4.555.10003
User_2459,,"Very good, because Uber is the best",5,0,4.555.10003,13-12-2024 13:22,,,4.555.10003
User_11278,,Great experience,5,0,4.553.10000,26-11-2024 10:24,,,4.553.10000
User_1053,,"I have to use Uber to get to and from work. It's stupidly difficult to budget in enough rides for the week when every single time I use it, the app authorizes my card twice. You sank my bank account into the red and now I have to walk in the below freezing temperatures to get home. Screw you.",1,0,4.551.10000,16-12-2024 09:05,,,4.551.10000
User_1786,,Amazing app,5,0,4.556.10005,14-12-2024 19:54,,,4.556.10005
User_8204,,Very worst app waiting time is too long. Driver is also cancle the ride after wasting The time,1,0,4.554.10001,01-12-2024 23:42,,,4.554.10001
User_4842,,Thank you 😊,4,0,4.555.10003,08-12-2024 10:16,,,4.555.10003
User_10319,,Jeff bless up yuh self and thanks again 🫡,5,0,4.553.10000,28-11-2024 01:37,,,4.553.10000
User_10287,,It good,5,0,,28-11-2024 05:07,,,
User_2245,,Was very good,4,0,4.556.10005,13-12-2024 22:12,,,4.556.10005
User_8607,,Good,5,0,,01-12-2024 09:46,,,
User_7282,,Good 👍,5,0,4.554.10001,03-12-2024 14:10,,,4.554.10001
User_7841,,This trip was very good from Sangli to Pune,5,0,4.552.10000,02-12-2024 15:24,,,4.552.10000
User_3819,,"Cars always arrive, and drivers always courteous. Great value.",5,0,4.552.10000,10-12-2024 13:57,,,4.552.10000
User_3378,,Excellent Service Fast pickup Safe driving,5,0,4.555.10003,11-12-2024 13:04,,,4.555.10003
User_3921,,I am being charged money I do not owe every time. You can request a ride and it shows one amount which you agree to and pay. Then when the trip is ended there's another 10-15% charge. Either the drivers fault or they UBER just robs people. Uber is a scam. They do no respect consumer rights act.,1,3,4.555.10003,10-12-2024 08:51,,,4.555.10003
User_9604,,Awesome,5,0,4.554.10001,29-11-2024 15:36,,,4.554.10001
User_2963,,"This application is very helpful and also fabulous service, anyone use simply and very cheapest price we get on this application.",5,0,4.555.10003,12-12-2024 11:38,,,4.555.10003
User_9863,,Best driving,4,0,4.554.10001,29-11-2024 01:37,,,4.554.10001
User_7620,,I'm not the kind of person to spend the time to give compliments but I have had really genuine people that actually care about somebody give me a ride and I want people to know how much I appreciate them,5,0,4.553.10000,02-12-2024 22:24,,,4.553.10000
User_1496,,Low cost and best ride,5,0,4.556.10005,15-12-2024 11:24,,,4.556.10005
User_7466,,Good,4,0,4.554.10001,03-12-2024 06:41,,,4.554.10001
User_5763,,Wow,5,0,4.542.10002,06-12-2024 12:48,,,4.542.10002
User_3702,,Excellent service,5,0,4.555.10003,10-12-2024 19:00,,,4.555.10003
User_3894,,Reasonable price,5,0,4.555.10003,10-12-2024 10:26,,,4.555.10003
User_9318,,Nice,5,0,4.554.10001,30-11-2024 01:37,,,4.554.10001
User_6466,,Safe and fast journey,5,0,4.554.10001,05-12-2024 00:26,,,4.554.10001
User_3660,,Verry nice good job 👍,5,0,4.555.10003,10-12-2024 20:16,,,4.555.10003
User_2085,,"The driver was very friendly, and his car was extremely clean. Great experience, even for a short drive.",5,0,4.530.10000,14-12-2024 07:09,,,4.530.10000
User_9818,,"Amazing drver,great service",5,0,4.551.10000,29-11-2024 05:21,,,4.551.10000
User_4253,,Good,5,0,4.555.10003,09-12-2024 14:32,,,4.555.10003
User_2351,,"Offered me a 45 dollar credit to renew my account. Not only didn't credit me, but their help department keeps giving me the run around. Do yourself a favor and download Lyft.",1,0,4.556.10005,13-12-2024 18:44,,,4.556.10005
User_4375,,"Because of Amazon pay add appearing on the uber screen continuously, it was not possible to check the real time location of the cab, nor it was possible to talk to driver. There was no option to remove the add. It was not possible to cancell the trip also. Hence waited for more than 15 minutes and took other means of conveyance. Some how I could manage to catch my flight, travelled by an auto. Please remove that add otherwise cutomers have to switch over to Ola. Worst experience ever with Uber.",1,72,4.555.10003,09-12-2024 09:13,,,4.555.10003
User_554,,Good experience,5,0,4.556.10005,17-12-2024 12:51,,,4.556.10005
User_7085,,Great!,5,0,,03-12-2024 21:17,,,
User_7457,,very good apps,5,0,4.554.10001,03-12-2024 06:55,,,4.554.10001
User_9572,,Very good Parsons,5,0,4.554.10001,29-11-2024 16:52,,,4.554.10001
User_5020,,Good,4,0,4.555.10003,07-12-2024 23:42,,,4.555.10003
User_668,,"Edit: Still 1 star, would give 0 if I could, same issues persist. Drivers make you wait, arrive to the pickup point and then cancel, even when you message them where you're headed to the moment they take the trip. Uber One is actually a waste, as it makes drivers cancel more often. Terrible customer service by the way.",1,73,4.556.10005,17-12-2024 04:03,"Hi Anibal, the feedback from our driver-partners is vitally important to us, and are working towards making this better. Reach out to us at t.uber.com/contact if there is anything else we can look into for you.",04-02-2020 10:15,4.556.10005
User_3742,,It's convenient means of transportation,5,0,4.555.10003,10-12-2024 17:15,,,4.555.10003
User_47,,One of the most convenient user friendly logistics app hats off to the idea,5,0,4.556.10005,18-12-2024 15:01,,,4.556.10005
User_10060,,Osam,5,0,4.553.10000,28-11-2024 16:23,,,4.553.10000
User_10039,,It's good,4,0,4.554.10001,28-11-2024 17:35,,,4.554.10001
User_6839,,Very good AAP exlent 👏,5,0,4.554.10001,04-12-2024 10:31,,,4.554.10001
User_11950,,Spammy advertising notifications,2,0,4.553.10000,24-11-2024 23:44,,,4.553.10000
User_1178,,Terrible service and once was the best now the worst most driver don't accept and drive off once the app says it has arrived. Not even 1 star o star,1,1,4.556.10005,16-12-2024 00:19,,,4.556.10005
User_7601,,Good 👍,5,0,4.554.10001,02-12-2024 23:17,,,4.554.10001
User_10961,,Happy,5,0,4.553.10000,26-11-2024 22:33,,,4.553.10000
User_2991,,Very very very bad app .and very bad company for custumer and captin,1,0,,12-12-2024 10:10,,,
User_1783,,I received very good service and will in future make use of your services,5,0,4.555.10003,14-12-2024 19:55,,,4.555.10003
User_4872,,Returned lost phone,5,0,4.555.10003,08-12-2024 08:26,,,4.555.10003
User_5847,,Driver made me walk to pick location and he cancelled the trip... Very bad service from Uber. After that I book cab from Ola and their driver so kind.,1,0,4.550.10001,06-12-2024 08:57,,,4.550.10001
User_2218,,Good,5,0,4.546.10002,13-12-2024 23:11,,,4.546.10002
User_10447,,Great,5,0,4.553.10000,27-11-2024 20:37,,,4.553.10000
User_3914,,"Worst service, waiting time is too too long even nearby location plz improve your services.",2,0,4.555.10003,10-12-2024 09:29,,,4.555.10003
User_3222,,Never come in time .,2,0,4.555.10003,11-12-2024 20:52,,,4.555.10003
User_5138,,Good app,5,0,4.554.10001,07-12-2024 19:04,,,4.554.10001
User_5100,,Good,5,0,4.554.10001,07-12-2024 20:32,,,4.554.10001
User_4420,,"Antes era buena app, actualmente te cancelan el viaje varias veces antes de tomar un viaje realmente, o si te toman se demoran mas de 20 minutos en llegar, una burla.",1,0,4.554.10001,09-12-2024 06:13,,,4.554.10001
User_4313,,Good,5,0,4.519.10000,09-12-2024 11:45,,,4.519.10000
User_3003,,"I'm not able to login, it telling me to reset from beginning.",1,0,,12-12-2024 09:31,,,
User_6682,,Good,5,0,4.554.10001,04-12-2024 16:36,,,4.554.10001
User_245,,Excellent,5,0,,18-12-2024 02:18,,,
User_9362,,Great !,4,0,4.554.10001,29-11-2024 23:45,,,4.554.10001
User_3529,,Always excellent and reliable.,5,0,4.555.10003,11-12-2024 03:44,,,4.555.10003
User_9533,,Proper fair but need more rider to include.,5,0,4.546.10002,29-11-2024 18:13,,,4.546.10002
User_8141,,Scheduled pick up times can not be trusted. Over 20 minutes late for an airport drop off. Conventional cab services more reliable.,1,0,4.554.10001,02-12-2024 02:53,"Hi Pat, we understand your concern here. The ETA times are estimates and not guaranteed. A variety of external factors like heavy traffic or road construction can impact travel time. To know more about ETA, please visit http://ubr.to/2hCbWFd . For any further queries, send in a note to t.uber.com/contact and we'll follow up.",10-04-2019 15:25,4.554.10001
User_9858,,Everything was great,5,0,4.554.10001,29-11-2024 02:14,,,4.554.10001
User_7689,,Good,5,0,4.549.10000,02-12-2024 20:38,,,4.549.10000
User_10864,,Fab !!!!,5,0,4.548.10001,27-11-2024 03:10,,,4.548.10001
User_2039,,Wrost,1,0,,14-12-2024 09:47,,,
User_1022,,Cooperative driver,5,0,4.543.10001,16-12-2024 11:00,,,4.543.10001
User_2688,,Good,5,0,4.556.10005,13-12-2024 00:08,,,4.556.10005
User_8134,,Tragiczna obsługa klienta,1,0,4.554.10001,02-12-2024 03:24,,,4.554.10001
User_11626,,Some really awesome drivers,5,0,4.553.10000,25-11-2024 16:37,,,4.553.10000
User_8116,,"During walking to the pickup location ride for $10 more expensive, and then driver is not 3 minutes, but 10 minutes away. Nice algorithmic scam, well played Uber.",1,0,4.554.10001,02-12-2024 05:12,,,4.554.10001
User_10259,,"They keep on putting more ads in it, even though you're paying for a product... one that they try to obfuscate by breaking it into tiny fees and surcharges",2,0,4.552.10000,28-11-2024 06:50,,,4.552.10000
User_4693,,Amazing,5,0,4.555.10003,08-12-2024 17:07,,,4.555.10003
User_2372,,"I had a terrible experience while booking a cab with Uber. Despite showing available drivers, my ride requests kept getting canceled, and I faced significant delays. The app's estimated arrival times were highly inaccurate, and there seemed to be no accountability from the drivers. To make matters worse, customer support was unresponsive and did not provide a satisfactory resolution. This was frustrating and inconvenient, and I hope Uber addresses these issues to improve their service.",1,78,4.554.10001,13-12-2024 17:48,,,4.554.10001
User_5838,,Better service,5,0,4.555.10003,06-12-2024 09:30,,,4.555.10003
User_10696,,Sometimes driver asks for extra money if we are not giving them they tell us to cancel the ride and The Uber app works fine for me,1,0,4.553.10000,27-11-2024 11:31,,,4.553.10000
User_4867,,Best experience,5,0,,08-12-2024 08:36,,,
User_11701,,Good,5,0,4.553.10000,25-11-2024 13:15,,,4.553.10000
User_1692,,Ghatiya app h Uber traffic ho to charge customer ko dena hoga bahut hi bakwas h Uber,1,0,4.556.10005,14-12-2024 23:32,,,4.556.10005
User_11594,,Enjoyed the journey,5,0,4.496.10000,25-11-2024 17:48,,,4.496.10000
User_10307,,"A driver canceled my ride because he didn't think I was old enough (I'm over 25), and Uber proceeded to lock me out of my account.",1,0,,28-11-2024 03:03,,,
User_1491,,Best app,5,0,,15-12-2024 11:34,,,
User_3785,,Best,5,0,4.555.10003,10-12-2024 15:28,,,4.555.10003
User_3652,,Cab finding is fast but sometimes the drivers cancel and then it's a lot of problem,4,0,4.555.10003,10-12-2024 20:39,,,4.555.10003
User_3671,,Wrost application..don't use it.. When I was booked auto there's shown affordable charges after dropped at door step auto driver ask for extra payment rather than shown in application... It is not worth it along with local travel,1,0,4.555.10003,10-12-2024 19:56,,,4.555.10003
User_10934,,"The app is overall good but the customer service when you have problem with the driver is hopeless. So I had problem with the driver twice, he didn't stop the ride. Then I had to stop it myself. Then I tried to give review to the driver for his bad behavior and I couldn't because I canceled the ride. I still paid him full money and more though... so I told the service about it and thet didn't refund me or allowed me to review the driver. So customer support does nothing :)",1,0,,26-11-2024 23:26,,,
User_8565,,Good,5,0,4.554.10001,01-12-2024 11:23,,,4.554.10001
User_8572,,Very good service,5,0,,01-12-2024 11:12,,,
User_10614,,Good,4,0,4.553.10000,27-11-2024 15:05,,,4.553.10000
User_5265,,"The driver didn't come and I was charged the cancellation fee , no way to contact the customer support",1,0,4.554.10001,07-12-2024 13:19,,,4.554.10001
User_3448,,Good fair,5,0,4.550.10001,11-12-2024 09:31,,,4.550.10001
User_3679,,this app was made just to annoy people as much as they can. want taxi? pay us but we won't send you any link to pay. that's my experience so far,1,0,4.555.10003,10-12-2024 19:42,,,4.555.10003
User_6189,,"I have been using Uber for nearly one and a half year , today is the worst trip I have ever had, the driver is too rude, please verify the driver backgrounds and also please improve your payment methods it would be helpful for both the drivers and the passengers",1,0,4.554.10001,05-12-2024 14:35,,,4.554.10001
User_7444,,He was so wonderful!,5,0,4.554.10001,03-12-2024 07:34,,,4.554.10001
User_6877,,"Uber is reasonably priced mostly, but can get pretty expensive when low on drivers. They are always reliable, but I just wish that they had a flat rate.",3,0,,04-12-2024 08:27,,,
User_4467,,God dam app changed my destination to a place I've never even been before as I pressed the pay button. This is the third time it's happened,1,0,,09-12-2024 03:07,,,
User_4097,,The driver is good and very professional,5,0,4.536.10001,09-12-2024 21:29,,,4.536.10001
User_7337,,Good,5,0,,03-12-2024 12:19,,,
