userName,content,score,Clean_content,Review_Length,keywords_found,keyword_count,sentiment_score,Sentiment
User_5613,Good service,5,good service,12,,0,0.4404,Positive
User_7754,Worst app never work on time,1,worst app never work on time,28,,0,-0.6249,Negative
User_3079,27 dollara for 3 miles. Used to get 25 miles for 10bucks. Boycott UBER,1,27 dollara for 3 miles. used to get 25 miles for 10bucks. boycott uber,70,,0,-0.3182,Negative
User_3851,Nice,5,nice,4,,0,0.4215,Positive
User_2627,Great driver,5,great driver,12,driver,1,0.6249,Positive
User_592,Nice and attractive,5,nice and attractive,19,,0,0.6908,Positive
User_8400,"worst app in whole cab driving app. this app charges more than 300 rupee to change the destination only for 100 meters away from previous destination. and the driver's doesn't even care about the complaints ""hanji krdo aap humari complaint"". and this is ",1,"worst app in whole cab driving app. this app charges more than 300 rupee to change the destination only for 100 meters away from previous destination. and the driver's doesn't even care about the complaints ""hanji krdo aap humari complaint"". and this is",253,driver,1,-0.8892,Negative
User_3282,I got a refund on a bad driver. Thank you uber,5,i got a refund on a bad driver. thank you uber,46,"driver, refund",2,-0.25,Negative
User_1864,Great,5,great,5,,0,0.6249,Positive
User_5391,"Been using Uber for years and it used to not be so bad, but it's just awful now. Rides that used to cost me $10 now cost $20, seems like no matter what time or day it is they attempt to push predatory tactics to force you into paying more money. 2pm on a",2,"been using uber for years and it used to not be so bad, but it's just awful now. rides that used to cost me $10 now cost $20, seems like no matter what time or day it is they attempt to push predatory tactics to force you into paying more money. 2pm on a",254,,0,-0.7307,Negative
User_3469,Always works for me so i dont have to worrie about shopping just reach for the app an its all you want.,5,always works for me so i dont have to worrie about shopping just reach for the app an its all you want.,103,,0,0.1027,Positive
User_5711,Easy to use app.,5,easy to use app.,16,,0,0.4404,Positive
User_180,"Really wonderful service, driver went out of his was to help me. I had a crutch and a box of groceries and he went above and beyond to help me get in and out (I hadn't ordered an Assist ride). Great interesting conversation Thank you",5,"really wonderful service, driver went out of his was to help me. i had a crutch and a box of groceries and he went above and beyond to help me get in and out (i hadn't ordered an assist ride). great interesting conversation thank you",233,driver,1,0.9565,Positive
User_7712,"It worked great TWICE, then, it said that PayPal wasn't an acceptable payment. I tried entering a debit card in the UBER app, directly and it wouldn't take it either. 12-2-24 edit It works great. Out of about 60 rides in the last few months, only 1 drive",5,"it worked great twice, then, it said that paypal wasn't an acceptable payment. i tried entering a debit card in the uber app, directly and it wouldn't take it either. 12-2-24 edit it works great. out of about 60 rides in the last few months, only 1 drive",254,,0,0.8041,Positive
User_8998,ÃÂ§ÃÂÃÂ³ÃÂ§ÃÂ ÃÂÃÂ­ÃÂªÃÂ±ÃÂ ÃÂÃÂ°ÃÂÃÂ ÃÂ¬ÃÂ¯ÃÂ§,5,Ã¸Â§Ã¹ÂÃ¸Â³Ã¸Â§Ã¹Â Ã¹ÂÃ¸Â­Ã¸ÂªÃ¸Â±Ã¹Â Ã¹ÂÃ¸Â°Ã¹ÂÃ¹Â Ã¸Â¬Ã¸Â¯Ã¸Â§,37,,0,0.0,Neutral
User_6333,Every time is good for passenger,4,every time is good for passenger,32,,0,0.4404,Positive
User_6330,"Very bad type of driver they have,my training gone Miss for his mistake... Very very bad.",1,"very bad type of driver they have,my training gone miss for his mistake... very very bad.",89,driver,1,-0.8476,Negative
User_2755,Uber is better than rapido more options,5,uber is better than rapido more options,39,,0,0.4902,Positive
User_33,Superb,5,superb,6,,0,0.6249,Positive
User_7563,Very good,5,very good,9,,0,0.4927,Positive
User_3307,Good,5,good,4,,0,0.4404,Positive
User_8953,"There's no response and no way to reach as sometimes their drivers go off the route and take longer route for their own interest and on putting feedback, there's no response from uber",1,"there's no response and no way to reach as sometimes their drivers go off the route and take longer route for their own interest and on putting feedback, there's no response from uber",183,driver,1,-0.3612,Negative
User_1766,Nice,5,nice,4,,0,0.4215,Positive
User_5513,Good experience,5,good experience,15,,0,0.4404,Positive
User_4024,Convenient of course,5,convenient of course,20,,0,0.0,Neutral
User_6827,"Althought It's convenient to use this app, yet, at times, the navigational aspect is not up to date. It takes you from a much longer route making you reach the destination very late than it should have been actually",3,"althought it's convenient to use this app, yet, at times, the navigational aspect is not up to date. it takes you from a much longer route making you reach the destination very late than it should have been actually",215,"late, navigation",2,0.0258,Neutral
User_7448,Great ride,5,great ride,10,,0,0.6249,Positive
User_6911,77 dollars to go to my court house which is two miles away the old cab companies would charge 15 this seem like money grab company,1,77 dollars to go to my court house which is two miles away the old cab companies would charge 15 this seem like money grab company,130,,0,0.3612,Positive
User_1904,Good app,5,good app,8,,0,0.4404,Positive
User_7116,sometimes it is the most irritating thing when waiting for more than 9 minutes. And it also provide nice rides. it is a 4 on 10 thing,2,sometimes it is the most irritating thing when waiting for more than 9 minutes. and it also provide nice rides. it is a 4 on 10 thing,133,wait,1,-0.1263,Negative
User_9367,Good Ã°ÂÂÂÃ°ÂÂÂ,5,good Ã°ÂÂÂÃ°ÂÂÂ,13,,0,0.4404,Positive
User_6883,Very comfort and economy ride,4,very comfort and economy ride,29,,0,0.4201,Positive
User_6961,Sooooo thankful for Uber!!! Gets me to work and Wal-Mart when there's no one else to ask! SafelyÃ¢ÂÂ£Ã¯Â¸Â,5,sooooo thankful for uber!!! gets me to work and wal-mart when there's no one else to ask! safelyÃ¢ÂÂ£Ã¯Â¸Â,102,,0,0.5673,Positive
User_9443,Good,5,good,4,,0,0.4404,Positive
User_2929,Very nice,5,very nice,9,,0,0.4754,Positive
User_9669,Good,5,good,4,,0,0.4404,Positive
User_2174,Using this app made me have an existential crisis. Genuinely believed that machines may have taken over.,1,using this app made me have an existential crisis. genuinely believed that machines may have taken over.,104,,0,-0.6249,Negative
User_7826,Good,4,good,4,,0,0.4404,Positive
User_3997,Great aevice,5,great aevice,12,,0,0.6249,Positive
User_5076,Worst Service according to me,1,worst service according to me,29,,0,-0.6249,Negative
User_900,"My money was taken for scheduling a ride, which wasn't delivered. I requested for a refund. It's more than 3 weeks now, no refund, no money on my Uber cash, the customer support on the app keeps archiving my messages when it has not resolved. Three diffe",1,"my money was taken for scheduling a ride, which wasn't delivered. i requested for a refund. it's more than 3 weeks now, no refund, no money on my uber cash, the customer support on the app keeps archiving my messages when it has not resolved. three diffe",254,"support, refund",2,-0.3,Negative
User_8305,Good,5,good,4,,0,0.4404,Positive
User_6874,Very nice experience,5,very nice experience,20,,0,0.4754,Positive
User_10640,Very nice in capital region.,4,very nice in capital region.,28,,0,0.4754,Positive
User_9188,So much nice to travel big cities,5,so much nice to travel big cities,33,,0,0.4728,Positive
User_9453,GPS messes up. Switches pick up and destination spots. No customer services.,2,gps messes up. switches pick up and destination spots. no customer services.,76,,0,-0.296,Negative
User_3470,Best people solution app,5,best people solution app,24,,0,0.7579,Positive
User_4879,Top,5,top,3,,0,0.2023,Positive
User_1006,"Very bad service on banglore. And a very bad facility of too much let accepting driver and after complete journey they are charged extra fees . So, I'm suggest it avoid uber strictly",1,"very bad service on banglore. and a very bad facility of too much let accepting driver and after complete journey they are charged extra fees . so, i'm suggest it avoid uber strictly",182,driver,1,-0.8396,Negative
User_7054,Bad experience this aap,1,bad experience this aap,23,,0,-0.5423,Negative
User_5805,Good app,5,good app,8,,0,0.4404,Positive
User_4498,Excellent Customer service,5,excellent customer service,26,,0,0.5719,Positive
User_3883,Nice,5,nice,4,,0,0.4215,Positive
User_92,Auto service is very bad,2,auto service is very bad,24,,0,-0.5849,Negative
User_5523,Uber driver service is very bad Uber auto driver night demanding extra money & behaviour very rood.,1,uber driver service is very bad uber auto driver night demanding extra money & behaviour very rood.,99,driver,1,-0.6901,Negative
User_10993,Please add all key icons on the map while trip is active love the new features,4,please add all key icons on the map while trip is active love the new features,78,map,1,0.8481,Positive
User_2157,Excellent,3,excellent,9,,0,0.5719,Positive
User_6232,Worst experience almost 3 to 4 cab drivers cancelled the can again and again not going to use this aap again location fetching is also not acurate and fast,1,worst experience almost 3 to 4 cab drivers cancelled the can again and again not going to use this aap again location fetching is also not acurate and fast,155,"cancel, driver, location",3,-0.7269,Negative
User_8249,Worest service since 1 hour not getting cab,1,worest service since 1 hour not getting cab,43,,0,0.0,Neutral
User_9434,Very good. Driver was courteous and driving safely.,5,very good. driver was courteous and driving safely.,51,driver,1,0.8655,Positive
User_6075,Very good service,5,very good service,17,,0,0.4927,Positive
User_1418,AlMost always a great ride..,5,almost always a great ride..,28,,0,0.5888,Positive
User_3233,"Reliable and fast, but their riders are purposely extending the time of ride",3,"reliable and fast, but their riders are purposely extending the time of ride",76,,0,0.0,Neutral
User_10672,Nice Ã°ÂÂÂ¤Ã°ÂÂ«Â£,5,nice Ã°ÂÂÂ¤Ã°ÂÂ«Â£,13,,0,0.4215,Positive
User_3006,Super,5,super,5,,0,0.5994,Positive
User_7213,"Good service, rate of Rapido is little less when compare to Uber. Overall good experience.",4,"good service, rate of rapido is little less when compare to uber. overall good experience.",90,,0,0.7003,Positive
User_1655,Harmful,5,harmful,7,,0,0.0,Neutral
User_7932,Easy convenient n cheap...perfect,5,easy convenient n cheap...perfect,33,cheap,1,0.4404,Positive
User_9612,Good,3,good,4,,0,0.4404,Positive
User_10536,"It works so well, driver's get me from point A to point B. I love this app.",5,"it works so well, driver's get me from point a to point b. i love this app.",75,driver,1,0.787,Positive
User_6964,Bahut ahaca and fast safly,5,bahut ahaca and fast safly,26,,0,0.0,Neutral
User_2928,Not good. Driver demand extra money,3,not good. driver demand extra money,35,driver,1,-0.2584,Negative
User_1501,Superb,5,superb,6,,0,0.6249,Positive
User_7303,Nice,5,nice,4,,0,0.4215,Positive
User_7840,good,5,good,4,,0,0.4404,Positive
User_7720,Very good,5,very good,9,,0,0.4927,Positive
User_9647,Very good app now a days bookings are accepted fast,5,very good app now a days bookings are accepted fast,51,,0,0.6478,Positive
User_1427,Excellent service from Tyron,5,excellent service from tyron,28,,0,0.5719,Positive
User_6596,Service is orsam,5,service is orsam,16,,0,0.0,Neutral
User_7740,Good experience of ride safe,4,good experience of ride safe,28,,0,0.7003,Positive
User_8510,nice person,5,nice person,11,,0,0.4215,Positive
User_7584,Fast efficient and friendly service.,5,fast efficient and friendly service.,36,,0,0.7184,Positive
User_2777,Always on time anytime of the day or night,5,always on time anytime of the day or night,42,,0,0.0,Neutral
User_10841,Nice experience,5,nice experience,15,,0,0.4215,Positive
User_9308,Best service,5,best service,12,,0,0.6369,Positive
User_10068,Rowan was beyond AWESOME 5 STARS I'm new and missed his review,5,rowan was beyond awesome 5 stars i'm new and missed his review,62,,0,0.4404,Positive
User_7510,Great,5,great,5,,0,0.6249,Positive
User_408,Is so good but one day no driver came for pick up,5,is so good but one day no driver came for pick up,49,driver,1,-0.1787,Negative
User_1470,Absolutely unreliable. You might find a ride in a few minutes or wait an hour Drivers cancel for no reason as has happened to me many a time. The last time I tired to use uber there were none and I was struck away from home at 11pm. Havented used it once,1,absolutely unreliable. you might find a ride in a few minutes or wait an hour drivers cancel for no reason as has happened to me many a time. the last time i tired to use uber there were none and i was struck away from home at 11pm. havented used it once,254,"cancel, wait, driver",3,-0.6553,Negative
User_7347,Good service for new to city... because they don't know exact fair transport charges to their destination.... very helpful to strangers thanks uber,5,good service for new to city... because they don't know exact fair transport charges to their destination.... very helpful to strangers thanks uber,147,,0,0.7032,Positive
User_10031,Msat,5,msat,4,,0,0.0,Neutral
User_10809,App is very slowly runs,4,app is very slowly runs,23,slow,1,0.0,Neutral
User_1740,We had a good ride. Driver was very friendly.,5,we had a good ride. driver was very friendly.,45,driver,1,0.7501,Positive
User_5121,wonderful app,5,wonderful app,13,,0,0.5719,Positive
User_4083,Good rider fraind,5,good rider fraind,17,,0,0.4404,Positive
User_6734,Good,5,good,4,,0,0.4404,Positive
User_7553,Good people is there Ã¢ÂÂ¤Ã°ÂÂÂ,5,good people is there Ã¢ÂÂ¤Ã°ÂÂÂ,28,,0,0.4404,Positive
User_8248,Good,4,good,4,,0,0.4404,Positive
User_6620,Very good,5,very good,9,,0,0.4927,Positive
User_3035,Best for me,5,best for me,11,,0,0.6369,Positive
User_10815,Very helpful,5,very helpful,12,,0,0.4754,Positive
User_3973,He was great thank you,5,he was great thank you,22,,0,0.765,Positive
User_1602,Super,5,super,5,,0,0.5994,Positive
User_10116,On time and efficient.,5,on time and efficient.,22,,0,0.4215,Positive
User_3692,Very fast,4,very fast,9,,0,0.0,Neutral
User_7496,It's gotten better,3,it's gotten better,18,,0,0.4404,Positive
User_2464,Ã Â¤Â§Ã Â¤Â¾Ã Â¤ÂÃ Â¤Â¸Ã Â¥Â,5,Ã Â¤Â§Ã Â¤Â¾Ã Â¤ÂÃ Â¤Â¸Ã Â¥Â,15,,0,0.0,Neutral
User_11436,Good job,5,good job,8,,0,0.4404,Positive
User_2417,Very Uber comfortable ride,5,very uber comfortable ride,26,,0,0.5956,Positive
User_4215,Very helpful,5,very helpful,12,,0,0.4754,Positive
User_3413,Nice,5,nice,4,,0,0.4215,Positive
User_9384,Worst app ever,1,worst app ever,14,,0,-0.6249,Negative
User_11060,Way better then the taxis,5,way better then the taxis,25,,0,0.4404,Positive
User_8548,Very good app as compared to ola and rapido price is quite good,4,very good app as compared to ola and rapido price is quite good,63,price,1,0.7496,Positive
User_8337,Useless,1,useless,7,,0,-0.4215,Negative
User_6571,Good experience,5,good experience,15,,0,0.4404,Positive
User_3379,That's a great service.,5,that's a great service.,23,,0,0.6249,Positive
User_5771,Needs to work on location accuracy,3,needs to work on location accuracy,34,location,1,0.0,Neutral
User_9906,"Love this aap... Every time in use nd help me , my family",5,"love this aap... every time in use nd help me , my family",57,,0,0.7845,Positive
User_3954,Exceptional service,5,exceptional service,19,,0,0.0,Neutral
User_2751,Good,5,good,4,,0,0.4404,Positive
User_1432,Very good,5,very good,9,,0,0.4927,Positive
User_3105,"Just keep charging services never received, GPS does not give the right direction, follows payment or won't get your next ride, better use public registered services , at the end it's cheaper",2,"just keep charging services never received, gps does not give the right direction, follows payment or won't get your next ride, better use public registered services , at the end it's cheaper",191,cheap,1,0.4404,Positive
User_7467,No rides nearby,1,no rides nearby,15,,0,-0.296,Negative
User_10782,Very good driver,5,very good driver,16,driver,1,0.4927,Positive
User_1068,Better than ola,5,better than ola,15,,0,0.4404,Positive
User_4317,Time to long any time,1,time to long any time,21,,0,0.0,Neutral
User_3955,SuparÃ°ÂÂ¥Â°,5,suparÃ°ÂÂ¥Â°,9,,0,0.0,Neutral
User_1844,Great service,5,great service,13,,0,0.6249,Positive
User_11595,"Oh men thanks Uber, you made mi life better, love you budy",5,"oh men thanks uber, you made mi life better, love you budy",58,,0,0.875,Positive
User_5025,Very good driver. Please give the drivers better remuneration,5,very good driver. please give the drivers better remuneration,61,driver,1,0.8251,Positive
User_9000,It was nice,5,it was nice,11,,0,0.4215,Positive
User_5503,Very comfortable,5,very comfortable,16,,0,0.5563,Positive
User_7252,Very nice,5,very nice,9,,0,0.4754,Positive
User_330,Nice,5,nice,4,,0,0.4215,Positive
User_3082,i love Uber for rides and for the Uber eats program.,5,i love uber for rides and for the uber eats program.,52,,0,0.6369,Positive
User_5508,Good,5,good,4,,0,0.4404,Positive
User_2675,Very good loved the service,5,very good loved the service,27,,0,0.8111,Positive
User_2910,Absolutely great drivers and I will recommend it to anyone,5,absolutely great drivers and i will recommend it to anyone,58,driver,1,0.7841,Positive
User_8495,It's good n safe,5,it's good n safe,16,,0,0.7003,Positive
User_3116,Good driver helped with bags,5,good driver helped with bags,28,driver,1,0.4404,Positive
User_7023,Good helping people,5,good helping people,19,,0,0.6249,Positive
User_6832,Not pick up on time very bad service Ã°ÂÂÂ¡Ã°ÂÂÂ¡,1,not pick up on time very bad service Ã°ÂÂÂ¡Ã°ÂÂÂ¡,45,,0,-0.5849,Negative
User_11677,Great service,5,great service,13,,0,0.6249,Positive
User_10037,Very Good,5,very good,9,,0,0.4927,Positive
User_6271,Always nice drivers !!!,5,always nice drivers !!!,23,driver,1,0.5684,Positive
User_9924,Good transportation services apps,4,good transportation services apps,33,,0,0.4404,Positive
User_1669,"Mike was very kind,and listened to my stories,shared a few of his...We had ""a moment"" could've been brothers in another life?",5,"mike was very kind,and listened to my stories,shared a few of his...we had ""a moment"" could've been brothers in another life?",125,,0,0.0,Neutral
User_10467,Great trip. Driver was friendly and knowledgeable about the area.,5,great trip. driver was friendly and knowledgeable about the area.,65,driver,1,0.8074,Positive
User_8138,I love this app,5,i love this app,15,,0,0.6369,Positive
User_10127,Personable good drivers,5,personable good drivers,23,driver,1,0.4404,Positive
User_41,Very gud,5,very gud,8,,0,0.0,Neutral
User_3204,Customer Service is not available,1,customer service is not available,33,,0,0.0,Neutral
User_10986,Bahut badhiya service,5,bahut badhiya service,21,,0,0.0,Neutral
User_5070,Spot on time and Tracy is What you would expect from a Professional!,5,spot on time and tracy is what you would expect from a professional!,68,,0,0.0,Neutral
User_318,Super,5,super,5,,0,0.5994,Positive
User_2252,"Set up Uber 1 through a credit card where I was supposed to get the service free through credits, and they changed my billing card because I used a different card one time. Ended up paying for a ""free"" service for over a year. Scam.",1,"set up uber 1 through a credit card where i was supposed to get the service free through credits, and they changed my billing card because i used a different card one time. ended up paying for a ""free"" service for over a year. scam.",232,,0,0.6096,Positive
User_7284,Very good experience Ã°ÂÂÂ,5,very good experience Ã°ÂÂÂ,25,,0,0.4927,Positive
User_6861,Better then Lyft hahaha,5,better then lyft hahaha,23,,0,0.7579,Positive
User_11828,Very good Nise atitude,5,very good nise atitude,22,,0,0.4927,Positive
User_10071,Good and safe,5,good and safe,13,,0,0.7003,Positive
User_2474,Good,5,good,4,,0,0.4404,Positive
User_6145,Very good price friendly driver.,5,very good price friendly driver.,32,"driver, price",2,0.7688,Positive
User_6107,I took my ride for rs 105 but driver took 165 rs for it and I complaint about this thing but no one is responding to my concern I want my money back that was worst experience,1,i took my ride for rs 105 but driver took 165 rs for it and i complaint about this thing but no one is responding to my concern i want my money back that was worst experience,174,driver,1,-0.8957,Negative
User_7309,Awesome service,5,awesome service,15,,0,0.6249,Positive
User_8358,Uber package lost my parcel and no one is responding to me now. The delivery boy has switched off his number.,1,uber package lost my parcel and no one is responding to me now. the delivery boy has switched off his number.,109,,0,-0.539,Negative
User_6536,Good Ã°ÂÂÂ,5,good Ã°ÂÂÂ,9,,0,0.4404,Positive
User_85,Affordable price and fast pickup in my locality and polite conversation with passenger,5,affordable price and fast pickup in my locality and polite conversation with passenger,86,"price, pickup",2,0.0,Neutral
User_6440,"Service is good..but nowadays drivers are doing too much wrong. If u will book a ride & fixed your payment drivers will change their route, they will take unnecessary long route for your destination and will charge high. In that case u have to pay unnece",2,"service is good..but nowadays drivers are doing too much wrong. if u will book a ride & fixed your payment drivers will change their route, they will take unnecessary long route for your destination and will charge high. in that case u have to pay unnece",254,driver,1,-0.5423,Negative
User_1210,Can't see shuttle packages,1,can't see shuttle packages,26,,0,0.0,Neutral
User_1035,"Great drivers,great vehicles,great behavior",5,"great drivers,great vehicles,great behavior",43,driver,1,0.6249,Positive
User_5821,Best features for safety,5,best features for safety,24,,0,0.7906,Positive
User_5024,Good,5,good,4,,0,0.4404,Positive
User_2807,Easy to use and customer friendly!!,5,easy to use and customer friendly!!,35,,0,0.7707,Positive
User_11081,Easy to use. Provides good information.,5,easy to use. provides good information.,39,,0,0.7003,Positive
User_3412,I love it,5,i love it,9,,0,0.6369,Positive
User_7711,Excellent,5,excellent,9,,0,0.5719,Positive
User_10018,Very nice experience,5,very nice experience,20,,0,0.4754,Positive
User_3958,Safe driving,5,safe driving,12,,0,0.4404,Positive
User_8573,Easy to use.,5,easy to use.,12,,0,0.4404,Positive
User_3065,"Too frustrating to navigate when help is needed!! Recently, however, I must admit my experience with Uber Support has improved considerably; and though at times having my issues properly addressed has been somewhat challenging, for the most part I'm happ",4,"too frustrating to navigate when help is needed!! recently, however, i must admit my experience with uber support has improved considerably; and though at times having my issues properly addressed has been somewhat challenging, for the most part i'm happ",254,support,1,0.8337,Positive
User_11536,Good behaviour,5,good behaviour,14,,0,0.4404,Positive
User_5344,Good service,4,good service,12,,0,0.4404,Positive
User_11805,Comfortable journey,5,comfortable journey,19,,0,0.5106,Positive
User_10036,Good,5,good,4,,0,0.4404,Positive
User_9052,Good,5,good,4,,0,0.4404,Positive
User_4622,"Hello Uber Team, I am experiencing an issue with a payment that is still reflecting in my Uber account, even though the payment was already made to the driver. Because of this issue, I cannot use the application. Additionally, when I tried to contact the",1,"hello uber team, i am experiencing an issue with a payment that is still reflecting in my uber account, even though the payment was already made to the driver. because of this issue, i cannot use the application. additionally, when i tried to contact the",254,driver,1,0.0,Neutral
User_4055,Good service,5,good service,12,,0,0.4404,Positive
User_1166,it's a good,5,it's a good,11,,0,0.4404,Positive
User_11430,Great,5,great,5,,0,0.6249,Positive
User_958,Almost every ride has a different price than the given price at the beginning of the ride.,1,almost every ride has a different price than the given price at the beginning of the ride.,90,price,1,0.0,Neutral
User_10359,What s wrong with the changes in address delivery. Guys... do something,1,what s wrong with the changes in address delivery. guys... do something,71,,0,-0.4767,Negative
User_2864,Good and resenable fair price...,5,good and resenable fair price...,32,price,1,0.6369,Positive
User_465,"Inflated pricing and taxis in HK frequently cancels orders, seemingly without penalty.",1,"inflated pricing and taxis in hk frequently cancels orders, seemingly without penalty.",86,"cancel, late",2,0.1481,Positive
User_9455,Why can't I cancel once rider has already started the trip. Because he hasn't picked me up,3,why can't i cancel once rider has already started the trip. because he hasn't picked me up,90,cancel,1,0.1877,Positive
User_5382,garbage,1,garbage,7,,0,0.0,Neutral
User_7645,Good,5,good,4,,0,0.4404,Positive
User_8432,Goog,5,goog,4,,0,0.0,Neutral
User_868,Good,5,good,4,,0,0.4404,Positive
User_6818,Easy to use app. Very user friendly.,5,easy to use app. very user friendly.,36,,0,0.749,Positive
User_11942,Convenient...,5,convenient...,13,,0,0.0,Neutral
User_10974,Smooth,5,smooth,6,,0,0.0,Neutral
User_3107,Super Reliable......,5,super reliable......,20,,0,0.5994,Positive
User_4691,Excellent,5,excellent,9,,0,0.5719,Positive
User_11667,king of last minute cancellations. Totally unreliable for any important events.,1,king of last minute cancellations. totally unreliable for any important events.,79,cancel,1,0.2023,Positive
User_6472,First of all the driver cancelled the ride and waiting period for another to accept. And before booking the ride the price is low but after reaching the destination the final amount is too high without any long traffic or changing the route.Uber has beca,1,first of all the driver cancelled the ride and waiting period for another to accept. and before booking the ride the price is low but after reaching the destination the final amount is too high without any long traffic or changing the route.uber has beca,254,"cancel, wait, driver, price, traffic",5,0.2382,Positive
User_10849,Good,3,good,4,,0,0.4404,Positive
User_5022,Nice experience,5,nice experience,15,,0,0.4215,Positive
User_8977,Owsam,5,owsam,5,,0,0.0,Neutral
User_10520,Driver was on time and very polite..cab was very neat...,4,driver was on time and very polite..cab was very neat...,56,driver,1,0.0,Neutral
User_7850,ok,5,ok,2,,0,0.296,Positive
User_4609,Very convenient and efficient,5,very convenient and efficient,29,,0,0.4703,Positive
User_7603,"It was a good drive, safe and fast enough to get me to my destination on time. Love it",5,"it was a good drive, safe and fast enough to get me to my destination on time. love it",86,,0,0.875,Positive
User_7199,Excellent Ã°ÂÂÂÃ°ÂÂÂ»,5,excellent Ã°ÂÂÂÃ°ÂÂÂ»,18,,0,0.5719,Positive
User_4672,Good,5,good,4,,0,0.4404,Positive
User_5328,"Got charged duplicate amount for my trip, I paid the driver driect through gpay but he had already marked the trip as done.Now I have to suffer for it. Tried to reach out to the support many times but they didnÃ¢ÂÂt resolve my issue also the support te",1,"got charged duplicate amount for my trip, i paid the driver driect through gpay but he had already marked the trip as done.now i have to suffer for it. tried to reach out to the support many times but they didnÃ¢ÂÂt resolve my issue also the support te",253,"driver, support",2,0.6705,Positive
User_10441,Price gauging! The price doubled in the past couple months!!!,1,price gauging! the price doubled in the past couple months!!!,61,price,1,0.0,Neutral
User_11056,Excellent,5,excellent,9,,0,0.5719,Positive
User_11907,First Trip. Friendly driver. Lovely car. Would use again. Efficient.,5,first trip. friendly driver. lovely car. would use again. efficient.,68,driver,1,0.8689,Positive
User_5113,Great App... Love updates,5,great app... love updates,25,,0,0.8519,Positive
User_6831,Wonderful experience with uber,5,wonderful experience with uber,30,,0,0.5719,Positive
User_2955,Great!!!,5,great!!!,8,,0,0.7163,Positive
User_4847,Nice,5,nice,4,,0,0.4215,Positive
User_7234,Was cold didn't comprehend we were cold as couldn't communicate.,3,was cold didn't comprehend we were cold as couldn't communicate.,64,,0,0.0,Neutral
User_9626,Amazing rides with many choices and friendly Ã°ÂÂ¤ÂÃ°ÂÂÂÃ°ÂÂÂ.,5,amazing rides with many choices and friendly Ã°ÂÂ¤ÂÃ°ÂÂÂÃ°ÂÂÂ.,58,,0,0.7906,Positive
User_11178,Why should I pay first,2,why should i pay first,22,,0,-0.1027,Negative
User_1662,Good,4,good,4,,0,0.4404,Positive
User_9629,"No option to select drivers who will only accept electronic payment. Tried to use the service in egypt and was a total scam. The drivers started to haggle straight away and if you do not accept the ride, you still get charged for cancellation. Absolute j",1,"no option to select drivers who will only accept electronic payment. tried to use the service in egypt and was a total scam. the drivers started to haggle straight away and if you do not accept the ride, you still get charged for cancellation. absolute j",254,"cancel, driver",2,-0.1531,Negative
User_1142,Good,5,good,4,,0,0.4404,Positive
User_6032,Awesome transportation company,5,awesome transportation company,30,,0,0.6249,Positive
User_4584,Excellent,5,excellent,9,,0,0.5719,Positive
User_11277,Uber R&D is unique and it is everytime helpful to the public like Uber eats because on that time we eat like 25 rupees biryani and now I am going to college on the zero rupee and they are giving fine service during R&D and normally paid service too... Ha,5,uber r&d is unique and it is everytime helpful to the public like uber eats because on that time we eat like 25 rupees biryani and now i am going to college on the zero rupee and they are giving fine service during r&d and normally paid service too... ha,254,,0,0.9081,Positive
User_11780,I have been a regular customer of uber from last 8 years and for the first time I am being unhappy with the services.Its been more than 30 mins and no driver have been assigned to me.Although it's a office time.and I am facing it since 1 week.Kindly chec,1,i have been a regular customer of uber from last 8 years and for the first time i am being unhappy with the services.its been more than 30 mins and no driver have been assigned to me.although it's a office time.and i am facing it since 1 week.kindly chec,254,driver,1,-0.6124,Negative
User_4743,Good.. On time,5,good.. on time,14,,0,0.0,Neutral
User_5030,"I was charged for cancellation of trip for no responce of driver for longer period and second time the trip was cancelled by driver. I was penalty 57 an 40 rupees these amount were collected by next trips, kindly avoid use this app because they penalise ",1,"i was charged for cancellation of trip for no responce of driver for longer period and second time the trip was cancelled by driver. i was penalty 57 an 40 rupees these amount were collected by next trips, kindly avoid use this app because they penalise",253,"cancel, driver",2,-0.7184,Negative
User_6719,Valo appÃ°ÂÂÂ,4,valo appÃ°ÂÂÂ,12,,0,0.0,Neutral
User_2742,Great,5,great,5,,0,0.6249,Positive
User_10399,Cheaper than lyft,5,cheaper than lyft,17,cheap,1,0.0,Neutral
User_4139,Good service,5,good service,12,,0,0.4404,Positive
User_9234,"The wait time was very fast. The drivers were very friendly. There is a problem with the site. It's much too harder getting into the website. And you guys website doesn't accept my bank card anymore. I did contact my bank, they said that IT'S THEIR WEBSI",1,"the wait time was very fast. the drivers were very friendly. there is a problem with the site. it's much too harder getting into the website. and you guys website doesn't accept my bank card anymore. i did contact my bank, they said that it's their websi",254,"wait, driver",2,-0.1004,Negative
User_6834,Never worked properly... Stucks alot... Never find the rides on time... Worst app,1,never worked properly... stucks alot... never find the rides on time... worst app,81,,0,-0.6249,Negative
User_10833,Awesome,5,awesome,7,,0,0.6249,Positive
User_2487,Book karne se pahale kuch aur price dhikha ta haa aur drop karne ke bad kuch aur price pay karne ka option ajata haa,1,book karne se pahale kuch aur price dhikha ta haa aur drop karne ke bad kuch aur price pay karne ka option ajata haa,116,price,1,-0.7184,Negative
User_6872,good experience,5,good experience,15,,0,0.4404,Positive
User_2389,Nice App,5,nice app,8,,0,0.4215,Positive
